"No.","Time","Source","Destination","Protocol","Length","Info"
"1188","118.312143","10.12.19.101","10.12.19.1","DNS","76","Standard query 0x134c A c1.microsoft.com"
"1189","118.382060","10.12.19.1","10.12.19.101","DNS","160","Standard query response 0x134c A c1.microsoft.com CNAME c.msn.com CNAME c-msn-com-nsatc.trafficmanager.net A 40.91.78.9"
"1190","118.386948","10.12.19.101","40.91.78.9","TCP","66","49752  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1191","118.467735","40.91.78.9","10.12.19.101","TCP","66","443  >  49752 [SYN, ACK] Seq=0 Ack=1 Win=55520 Len=0 MSS=1388 SACK_PERM=1 WS=256"
"1192","118.467952","10.12.19.101","40.91.78.9","TCP","54","49752  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"1193","118.471396","10.12.19.101","40.91.78.9","TLSv1.2","238","Client Hello"
"1194","118.514336","40.91.78.9","10.12.19.101","TCP","54","443  >  49752 [ACK] Seq=1 Ack=185 Win=56832 Len=0"
"1195","118.573278","40.91.78.9","10.12.19.101","TCP","1442","443  >  49752 [ACK] Seq=1 Ack=185 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1196","118.573522","10.12.19.101","40.91.78.9","TCP","54","49752  >  443 [ACK] Seq=185 Ack=1389 Win=262144 Len=0"
"1197","118.576462","40.91.78.9","10.12.19.101","TCP","1442","443  >  49752 [ACK] Seq=1389 Ack=185 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1198","118.576603","10.12.19.101","40.91.78.9","TCP","54","49752  >  443 [ACK] Seq=185 Ack=2777 Win=262144 Len=0"
"1199","118.576802","40.91.78.9","10.12.19.101","TLSv1.2","1300","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"1200","118.577971","10.12.19.101","40.91.78.9","TCP","54","49752  >  443 [ACK] Seq=185 Ack=4023 Win=260864 Len=0"
"1201","118.588809","10.12.19.101","40.91.78.9","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1202","118.595141","10.12.19.101","40.91.78.9","TCP","1442","49752  >  443 [ACK] Seq=278 Ack=4023 Win=260864 Len=1388 [TCP segment of a reassembled PDU]"
"1203","118.595160","10.12.19.101","40.91.78.9","TLSv1.2","91","Application Data"
"1204","118.617430","40.91.78.9","10.12.19.101","TCP","54","443  >  49752 [ACK] Seq=4023 Ack=278 Win=56832 Len=0"
"1205","118.624376","40.91.78.9","10.12.19.101","TCP","54","443  >  49752 [ACK] Seq=4023 Ack=1666 Win=59392 Len=0"
"1206","118.624586","40.91.78.9","10.12.19.101","TCP","54","443  >  49752 [ACK] Seq=4023 Ack=1703 Win=59392 Len=0"
"1207","118.677708","40.91.78.9","10.12.19.101","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1208","118.677884","10.12.19.101","40.91.78.9","TCP","54","49752  >  443 [ACK] Seq=1703 Ack=4074 Win=260608 Len=0"
"1209","118.708745","40.91.78.9","10.12.19.101","TLSv1.2","671","Application Data"
"1210","118.708970","10.12.19.101","40.91.78.9","TCP","54","49752  >  443 [ACK] Seq=1703 Ack=4691 Win=262144 Len=0"
"1211","118.712449","10.12.19.101","10.12.19.1","DNS","70","Standard query 0x56f2 A c.bing.com"
"1212","118.751176","10.12.19.1","10.12.19.101","DNS","172","Standard query response 0x56f2 A c.bing.com CNAME c-bing-com.a-0001.a-msedge.net CNAME dual-a-0001.a-msedge.net A 204.79.197.200 A 13.107.21.200"
"1213","118.752244","10.12.19.101","204.79.197.200","TCP","66","49753  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1214","118.790208","204.79.197.200","10.12.19.101","TCP","66","443  >  49753 [SYN, ACK] Seq=0 Ack=1 Win=55520 Len=0 MSS=1388 SACK_PERM=1 WS=256"
"1215","118.790479","10.12.19.101","204.79.197.200","TCP","54","49753  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"1216","118.790915","10.12.19.101","204.79.197.200","TLSv1.2","232","Client Hello"
"1217","118.825714","204.79.197.200","10.12.19.101","TCP","54","443  >  49753 [ACK] Seq=1 Ack=179 Win=56832 Len=0"
"1218","118.839622","204.79.197.200","10.12.19.101","TCP","1442","443  >  49753 [ACK] Seq=1 Ack=179 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1219","118.839816","10.12.19.101","204.79.197.200","TCP","54","49753  >  443 [ACK] Seq=179 Ack=1389 Win=262144 Len=0"
"1220","118.840045","204.79.197.200","10.12.19.101","TCP","1442","443  >  49753 [ACK] Seq=1389 Ack=179 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1221","118.840211","204.79.197.200","10.12.19.101","TCP","1442","443  >  49753 [ACK] Seq=2777 Ack=179 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1222","118.840268","204.79.197.200","10.12.19.101","TLSv1.2","1037","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"1223","118.840865","10.12.19.101","204.79.197.200","TCP","54","49753  >  443 [ACK] Seq=179 Ack=5148 Win=262144 Len=0"
"1224","118.847077","10.12.19.101","204.79.197.200","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1225","118.847239","10.12.19.101","204.79.197.200","TLSv1.2","361","Application Data"
"1226","118.884756","204.79.197.200","10.12.19.101","TCP","54","443  >  49753 [ACK] Seq=5148 Ack=644 Win=58880 Len=0"
"1227","118.897703","204.79.197.200","10.12.19.101","TLSv1.2","380","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1228","118.897923","10.12.19.101","204.79.197.200","TCP","54","49753  >  443 [ACK] Seq=644 Ack=5474 Win=261632 Len=0"
"1229","118.929868","204.79.197.200","10.12.19.101","TLSv1.2","1087","Application Data"
"1230","118.930146","10.12.19.101","204.79.197.200","TCP","54","49753  >  443 [ACK] Seq=644 Ack=6507 Win=260608 Len=0"
"1231","118.931336","10.12.19.101","40.91.78.9","TLSv1.2","398","Application Data"
"1232","118.964671","40.91.78.9","10.12.19.101","TCP","54","443  >  49752 [ACK] Seq=4691 Ack=2047 Win=62208 Len=0"
"1233","119.026515","40.91.78.9","10.12.19.101","TLSv1.2","867","Application Data"
"1234","119.026854","10.12.19.101","40.91.78.9","TCP","54","49752  >  443 [ACK] Seq=2047 Ack=5504 Win=261120 Len=0"
"1235","119.031662","10.12.19.101","10.12.19.1","DNS","83","Standard query 0xfbd9 A ctldl.windowsupdate.com"
"1236","119.070810","10.12.19.1","10.12.19.101","DNS","312","Standard query response 0xfbd9 A ctldl.windowsupdate.com CNAME au-bg-shim.trafficmanager.net CNAME audownload.windowsupdate.nsatc.net CNAME auto.au.download.windowsupdate.com.c.footprint.net A 8.253.197.120 A 8.253.164.240 A 8.252.77.126 A 8.252.76.254 A 8.253.249.254"
"1237","119.071938","10.12.19.101","8.253.197.120","TCP","66","49754  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1238","119.119607","8.253.197.120","10.12.19.101","TCP","54","443  >  49754 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1239","119.632012","10.12.19.101","8.253.197.120","TCP","66","[TCP Retransmission] 49754  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1240","119.680720","8.253.197.120","10.12.19.101","TCP","54","443  >  49754 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1241","120.193276","10.12.19.101","8.253.197.120","TCP","66","[TCP Retransmission] 49754  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1242","120.250560","8.253.197.120","10.12.19.101","TCP","54","443  >  49754 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1243","120.251080","10.12.19.101","8.253.164.240","TCP","66","49755  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1244","120.291426","8.253.164.240","10.12.19.101","TCP","54","443  >  49755 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1245","120.629645","10.12.19.101","10.12.19.255","BROWSER","216","Get Backup List Request"
"1246","120.629762","10.12.19.101","10.12.19.255","NBNS","92","Name query NB WORKGROUP<1b>"
"1247","120.804045","10.12.19.101","8.253.164.240","TCP","66","[TCP Retransmission] 49755  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1248","120.872528","8.253.164.240","10.12.19.101","TCP","54","443  >  49755 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1249","121.366407","10.12.19.101","10.12.19.255","NBNS","92","Name query NB WORKGROUP<1b>"
"1250","121.381728","10.12.19.101","8.253.164.240","TCP","66","[TCP Retransmission] 49755  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1251","121.448379","8.253.164.240","10.12.19.101","TCP","54","443  >  49755 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1252","121.448918","10.12.19.101","8.252.77.126","TCP","66","49756  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1253","121.489565","8.252.77.126","10.12.19.101","TCP","54","443  >  49756 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1254","121.991018","10.12.19.101","8.252.77.126","TCP","66","[TCP Retransmission] 49756  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1255","122.041765","8.252.77.126","10.12.19.101","TCP","54","443  >  49756 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1256","122.146443","10.12.19.101","10.12.19.255","NBNS","92","Name query NB WORKGROUP<1b>"
"1257","122.552861","10.12.19.101","8.252.77.126","TCP","66","[TCP Retransmission] 49756  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1258","122.600542","8.252.77.126","10.12.19.101","TCP","54","443  >  49756 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1259","122.601121","10.12.19.101","8.252.76.254","TCP","66","49757  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1260","122.639298","8.252.76.254","10.12.19.101","TCP","54","443  >  49757 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1261","123.146665","10.12.19.101","8.252.76.254","TCP","66","[TCP Retransmission] 49757  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1262","123.190676","8.252.76.254","10.12.19.101","TCP","54","443  >  49757 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1263","123.709398","10.12.19.101","8.252.76.254","TCP","66","[TCP Retransmission] 49757  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1264","123.762504","8.252.76.254","10.12.19.101","TCP","54","443  >  49757 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1265","123.763088","10.12.19.101","8.253.249.254","TCP","66","49758  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1266","123.799571","8.253.249.254","10.12.19.101","TCP","54","443  >  49758 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1267","123.928543","10.12.19.101","10.12.19.255","BROWSER","216","Get Backup List Request"
"1268","123.928762","10.12.19.101","10.12.19.255","NBNS","92","Name query NB WORKGROUP<1b>"
"1269","124.303983","10.12.19.101","8.253.249.254","TCP","66","[TCP Retransmission] 49758  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1270","124.361755","8.253.249.254","10.12.19.101","TCP","54","443  >  49758 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1271","124.693384","10.12.19.101","10.12.19.255","NBNS","92","Name query NB WORKGROUP<1b>"
"1272","124.865245","10.12.19.101","8.253.249.254","TCP","66","[TCP Retransmission] 49758  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1273","124.920552","8.253.249.254","10.12.19.101","TCP","54","443  >  49758 [RST, ACK] Seq=1 Ack=1 Win=217 Len=0"
"1274","125.459383","10.12.19.101","10.12.19.255","NBNS","92","Name query NB WORKGROUP<1b>"
"1275","127.209416","10.12.19.101","10.12.19.255","BROWSER","216","Get Backup List Request"
"1276","127.209620","10.12.19.101","10.12.19.255","NBNS","92","Name query NB WORKGROUP<1b>"
"1277","127.959960","10.12.19.101","10.12.19.255","NBNS","92","Name query NB WORKGROUP<1b>"
"1278","128.740132","10.12.19.101","10.12.19.255","NBNS","92","Name query NB WORKGROUP<1b>"
"1279","130.507276","10.12.19.101","10.12.19.255","NBNS","92","Name query NB WORKGROUP<1e>"
"1280","131.302682","10.12.19.101","10.12.19.255","NBNS","92","Name query NB WORKGROUP<1e>"
"1281","132.069577","10.12.19.101","10.12.19.255","NBNS","92","Name query NB WORKGROUP<1e>"
"1282","132.963929","10.12.19.101","10.12.19.1","DNS","83","Standard query 0x0001 PTR 1.19.12.10.in-addr.arpa"
"1283","133.082201","10.12.19.1","10.12.19.101","DNS","83","Standard query response 0x0001 No such name PTR 1.19.12.10.in-addr.arpa"
"1284","133.083253","10.12.19.101","10.12.19.1","DNS","82","Standard query 0x0002 PTR 1.0.0.127.in-addr.arpa"
"1285","133.083626","10.12.19.1","10.12.19.101","DNS","82","Standard query response 0x0002 Server failure PTR 1.0.0.127.in-addr.arpa"
"1286","143.432328","10.12.19.101","10.12.19.1","DNS","83","Standard query 0x6f0c A pti.store.microsoft.com"
"1287","143.496804","10.12.19.1","10.12.19.101","DNS","274","Standard query response 0x6f0c A pti.store.microsoft.com CNAME sfd-production.azurefd.net CNAME star-azurefd-prod.trafficmanager.net CNAME t-0003.t-msedge.net CNAME Edge-Prod-DALr3.ctrl.t-0003.t-msedge.net CNAME standard.t-0003.t-msedge.net A 13.107.246.13"
"1288","143.502041","10.12.19.101","13.107.246.13","TCP","66","49759  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1289","143.541668","10.12.19.101","10.12.19.1","DNS","84","Standard query 0x9921 A ecn.dev.virtualearth.net"
"1290","143.549217","13.107.246.13","10.12.19.101","TCP","66","443  >  49759 [SYN, ACK] Seq=0 Ack=1 Win=55520 Len=0 MSS=1388 SACK_PERM=1 WS=256"
"1291","143.549396","10.12.19.101","13.107.246.13","TCP","54","49759  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"1292","143.552740","10.12.19.101","13.107.246.13","TLSv1.2","262","Client Hello"
"1293","143.582782","13.107.246.13","10.12.19.101","TCP","54","443  >  49759 [ACK] Seq=1 Ack=209 Win=56832 Len=0"
"1294","143.587233","10.12.19.101","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"1295","143.602507","13.107.246.13","10.12.19.101","TCP","1442","443  >  49759 [ACK] Seq=1 Ack=209 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1296","143.602513","13.107.246.13","10.12.19.101","TCP","1442","443  >  49759 [ACK] Seq=1389 Ack=209 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1297","143.602718","10.12.19.101","13.107.246.13","TCP","54","49759  >  443 [ACK] Seq=209 Ack=2777 Win=262144 Len=0"
"1298","143.607831","13.107.246.13","10.12.19.101","TCP","1442","443  >  49759 [ACK] Seq=2777 Ack=209 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1299","143.608270","13.107.246.13","10.12.19.101","TCP","1442","443  >  49759 [ACK] Seq=4165 Ack=209 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1300","143.608275","13.107.246.13","10.12.19.101","TLSv1.2","161","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"1301","143.608737","10.12.19.1","10.12.19.101","DNS","186","Standard query response 0x9921 A ecn.dev.virtualearth.net CNAME ssl2.tiles.virtualearth.net.edgekey.net CNAME e4113.dscd.akamaiedge.net A 23.202.70.253"
"1302","143.609427","10.12.19.101","13.107.246.13","TCP","54","49759  >  443 [ACK] Seq=209 Ack=5553 Win=262144 Len=0"
"1303","143.612202","10.12.19.101","23.202.70.253","TCP","66","49760  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1304","143.618195","10.12.19.101","13.107.246.13","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1305","143.660479","13.107.246.13","10.12.19.101","TLSv1.2","380","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1306","143.663815","23.202.70.253","10.12.19.101","TCP","66","443  >  49760 [SYN, ACK] Seq=0 Ack=1 Win=55520 Len=0 MSS=1388 SACK_PERM=1 WS=256"
"1307","143.664075","10.12.19.101","23.202.70.253","TCP","54","49760  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"1308","143.664975","10.12.19.101","13.107.246.13","TLSv1.2","141","Application Data"
"1309","143.665120","10.12.19.101","13.107.246.13","TCP","1442","49759  >  443 [ACK] Seq=454 Ack=5986 Win=261888 Len=1388 [TCP segment of a reassembled PDU]"
"1310","143.665138","10.12.19.101","13.107.246.13","TLSv1.2","77","Application Data"
"1311","143.665233","10.12.19.101","13.107.246.13","TLSv1.2","292","Application Data"
"1312","143.665584","10.12.19.101","23.202.70.253","TLSv1.2","263","Client Hello"
"1313","143.688066","13.107.246.13","10.12.19.101","TLSv1.2","123","Application Data"
"1314","143.688393","10.12.19.101","13.107.246.13","TLSv1.2","92","Application Data"
"1315","143.694471","23.202.70.253","10.12.19.101","TCP","54","443  >  49760 [ACK] Seq=1 Ack=210 Win=56832 Len=0"
"1316","143.694480","13.107.246.13","10.12.19.101","TCP","54","443  >  49759 [ACK] Seq=6055 Ack=1865 Win=60672 Len=0"
"1317","143.717677","13.107.246.13","10.12.19.101","TLSv1.2","92","Application Data"
"1318","143.722266","23.202.70.253","10.12.19.101","TLSv1.2","1442","Server Hello"
"1319","143.722518","23.202.70.253","10.12.19.101","TCP","1442","443  >  49760 [ACK] Seq=1389 Ack=210 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1320","143.723628","10.12.19.101","23.202.70.253","TCP","54","49760  >  443 [ACK] Seq=210 Ack=2777 Win=262144 Len=0"
"1321","143.726202","23.202.70.253","10.12.19.101","TLSv1.2","1374","Certificate [TCP segment of a reassembled PDU]"
"1322","143.753409","23.202.70.253","10.12.19.101","TCP","1442","443  >  49760 [ACK] Seq=4097 Ack=210 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1323","143.753597","10.12.19.101","23.202.70.253","TCP","54","49760  >  443 [ACK] Seq=210 Ack=5485 Win=262144 Len=0"
"1324","143.771093","10.12.19.101","13.107.246.13","TCP","54","49759  >  443 [ACK] Seq=2141 Ack=6093 Win=261632 Len=0"
"1325","143.776943","23.202.70.253","10.12.19.101","TLSv1.2","686","Certificate Status, Server Key Exchange, Server Hello Done"
"1326","143.780304","10.12.19.101","23.202.70.253","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1327","143.837148","23.202.70.253","10.12.19.101","TLSv1.2","328","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1328","143.847866","10.12.19.101","23.202.70.253","TLSv1.2","306","Application Data"
"1329","143.915575","23.202.70.253","10.12.19.101","TCP","1442","443  >  49760 [ACK] Seq=6391 Ack=588 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"1330","143.915780","23.202.70.253","10.12.19.101","TLSv1.2","867","Application Data"
"1331","143.917003","10.12.19.101","23.202.70.253","TCP","54","49760  >  443 [ACK] Seq=588 Ack=8592 Win=262144 Len=0"
"1332","143.919099","13.107.246.13","10.12.19.101","TLSv1.2","346","Application Data"
"1333","143.919432","10.12.19.101","13.107.246.13","TCP","54","49759  >  443 [FIN, ACK] Seq=2141 Ack=6385 Win=261376 Len=0"
"1334","143.951264","13.107.246.13","10.12.19.101","TLSv1.2","96","Application Data"
"1335","143.951464","10.12.19.101","13.107.246.13","TCP","54","49759  >  443 [RST, ACK] Seq=2142 Ack=6427 Win=0 Len=0"
"1336","143.951477","13.107.246.13","10.12.19.101","TCP","54","443  >  49759 [FIN, ACK] Seq=6427 Ack=2142 Win=63232 Len=0"
"1337","143.952432","10.12.19.101","13.107.246.13","TCP","54","49759  >  443 [RST] Seq=2142 Win=0 Len=0"
"1338","144.467587","10.12.19.101","10.12.19.1","DNS","89","Standard query 0x683c A v10.events.data.microsoft.com"
"1339","144.527815","10.12.19.1","10.12.19.101","DNS","207","Standard query response 0x683c A v10.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME skypedataprdcolweu06.cloudapp.net A 52.114.75.150"
"1340","144.528322","10.12.19.101","52.114.75.150","TCP","66","49763  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1341","144.682756","52.114.75.150","10.12.19.101","TCP","66","443  >  49763 [SYN, ACK] Seq=0 Ack=1 Win=55520 Len=0 MSS=1388 SACK_PERM=1 WS=256"
"1342","144.682930","10.12.19.101","52.114.75.150","TCP","54","49763  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"1343","144.683313","10.12.19.101","52.114.75.150","TLSv1.2","268","Client Hello"
"1344","144.713735","52.114.75.150","10.12.19.101","TCP","54","443  >  49763 [ACK] Seq=1 Ack=215 Win=56832 Len=0"
"1345","144.844220","52.114.75.150","10.12.19.101","TCP","1442","443  >  49763 [ACK] Seq=1 Ack=215 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1346","144.844548","52.114.75.150","10.12.19.101","TCP","1442","443  >  49763 [ACK] Seq=1389 Ack=215 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1347","144.844553","52.114.75.150","10.12.19.101","TLSv1.2","1344","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"1348","144.845703","10.12.19.101","52.114.75.150","TCP","54","49763  >  443 [ACK] Seq=215 Ack=4067 Win=262144 Len=0"
"1349","144.847792","10.12.19.101","52.114.75.150","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1350","144.867031","52.114.75.150","10.12.19.101","TCP","54","443  >  49763 [ACK] Seq=4067 Ack=373 Win=57856 Len=0"
"1351","145.003569","52.114.75.150","10.12.19.101","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1352","145.005997","10.12.19.101","52.114.75.150","TLSv1.2","1022","Application Data"
"1353","145.006041","10.12.19.101","52.114.75.150","TLSv1.2","835","Application Data"
"1354","145.050869","52.114.75.150","10.12.19.101","TCP","54","443  >  49763 [ACK] Seq=4118 Ack=1341 Win=59648 Len=0"
"1355","145.050875","52.114.75.150","10.12.19.101","TCP","54","443  >  49763 [ACK] Seq=4118 Ack=2122 Win=61696 Len=0"
"1356","145.173745","52.114.75.150","10.12.19.101","TLSv1.2","411","Application Data"
"1357","145.175385","10.12.19.101","52.114.75.150","TCP","54","49763  >  443 [FIN, ACK] Seq=2122 Ack=4475 Win=261888 Len=0"
"1358","145.246483","52.114.75.150","10.12.19.101","TCP","54","443  >  49763 [ACK] Seq=4475 Ack=2123 Win=61696 Len=0"
"1359","145.321307","52.114.75.150","10.12.19.101","TCP","54","443  >  49763 [FIN, ACK] Seq=4475 Ack=2123 Win=61696 Len=0"
"1360","145.321493","10.12.19.101","52.114.75.150","TCP","54","49763  >  443 [ACK] Seq=2123 Ack=4476 Win=261888 Len=0"
"1361","146.585304","10.12.19.101","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"1362","147.776864","10.12.19.101","10.12.19.1","DNS","80","Standard query 0xc299 A dev.virtualearth.net"
"1363","147.850038","10.12.19.1","10.12.19.101","DNS","197","Standard query response 0xc299 A dev.virtualearth.net CNAME platform.maps.glbdns2.microsoft.com CNAME fe-bmplatform-prod-atm.trafficmanager.net A 40.91.94.138"
"1364","147.850858","10.12.19.101","40.91.94.138","TCP","66","49765  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1365","147.938937","40.91.94.138","10.12.19.101","TCP","66","443  >  49765 [SYN, ACK] Seq=0 Ack=1 Win=55520 Len=0 MSS=1388 SACK_PERM=1 WS=256"
"1366","147.939352","10.12.19.101","40.91.94.138","TCP","54","49765  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"1367","147.939908","10.12.19.101","40.91.94.138","TLSv1.2","259","Client Hello"
"1368","147.975190","40.91.94.138","10.12.19.101","TCP","54","443  >  49765 [ACK] Seq=1 Ack=206 Win=56832 Len=0"
"1369","148.040729","40.91.94.138","10.12.19.101","TCP","1442","443  >  49765 [ACK] Seq=1 Ack=206 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1370","148.040965","40.91.94.138","10.12.19.101","TCP","1442","443  >  49765 [ACK] Seq=1389 Ack=206 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1371","148.041133","40.91.94.138","10.12.19.101","TCP","1442","443  >  49765 [ACK] Seq=2777 Ack=206 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1372","148.041239","40.91.94.138","10.12.19.101","TLSv1.2","1380","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"1373","148.042389","10.12.19.101","40.91.94.138","TCP","54","49765  >  443 [ACK] Seq=206 Ack=5491 Win=262144 Len=0"
"1374","148.047314","10.12.19.101","40.91.94.138","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1375","148.067294","40.91.94.138","10.12.19.101","TCP","54","443  >  49765 [ACK] Seq=5491 Ack=299 Win=56832 Len=0"
"1376","148.134965","40.91.94.138","10.12.19.101","TLSv1.2","174","Change Cipher Spec, Encrypted Handshake Message, Application Data"
"1377","148.137065","10.12.19.101","40.91.94.138","TLSv1.2","141","Application Data"
"1378","148.137112","10.12.19.101","40.91.94.138","TLSv1.2","92","Application Data"
"1379","148.137256","10.12.19.101","40.91.94.138","TLSv1.2","259","Application Data"
"1380","148.155185","40.91.94.138","10.12.19.101","TCP","54","443  >  49765 [ACK] Seq=5611 Ack=386 Win=56832 Len=0"
"1381","148.155364","40.91.94.138","10.12.19.101","TCP","54","443  >  49765 [ACK] Seq=5611 Ack=424 Win=56832 Len=0"
"1382","148.163100","40.91.94.138","10.12.19.101","TCP","54","443  >  49765 [ACK] Seq=5611 Ack=629 Win=57856 Len=0"
"1383","148.220175","40.91.94.138","10.12.19.101","TLSv1.2","92","Application Data"
"1384","148.287771","10.12.19.101","40.91.94.138","TCP","54","49765  >  443 [ACK] Seq=629 Ack=5649 Win=262144 Len=0"
"1385","148.318403","40.91.94.138","10.12.19.101","TLSv1.2","1178","Application Data, Application Data"
"1386","148.319712","10.12.19.101","40.91.94.138","TCP","54","49765  >  443 [FIN, ACK] Seq=629 Ack=6773 Win=260864 Len=0"
"1387","148.382803","40.91.94.138","10.12.19.101","TCP","54","443  >  49765 [ACK] Seq=6773 Ack=630 Win=57856 Len=0"
"1388","148.410062","40.91.94.138","10.12.19.101","TCP","54","443  >  49765 [FIN, ACK] Seq=6773 Ack=630 Win=57856 Len=0"
"1389","148.410417","10.12.19.101","40.91.94.138","TCP","54","49765  >  443 [ACK] Seq=630 Ack=6774 Win=260864 Len=0"
"1390","149.599731","10.12.19.101","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"1391","157.874216","10.12.19.101","23.202.70.253","TCP","54","49760  >  443 [RST, ACK] Seq=588 Ack=8592 Win=0 Len=0"
